# UFO sightings reported to the National UFO Reporting Center 
# http://www.nuforc.org/webreports
# date range: 1990-01-01 to 1999-12-31
# NOTE: Data is largely unsanitized!
#
dtime,city,state,ufoshape
1999-12-16 22:00:00,Orangeville (Canada),ON,Oval
1999-12-16 21:30:00,Plainview,NY,Triangle
1999-12-16 20:00:00,Rock Hill,NY,Light
1999-12-16 19:45:00,Sun Prairie (Token Creek),WI,Light
1999-12-16 10:30:00,Greensboro,NC,Cylinder
1999-12-16 09:50:00,Pico Rivera,CA,Cylinder
1999-12-16 07:15:00,Gibsonville,NC,Sphere
1999-12-15 00:00:00,Wilkinson County,GA,Sphere
1999-12-15 20:00:00,Omaha,NE,Circle
1999-12-15 19:30:00,Mountain Grove/Cabool,MO,Light
1999-12-15 19:00:00,Katy,TX,Fireball
1999-12-15 17:45:00,"Woodville (from, to Weeksville (approx. 16 mi.))",NC,Diamond
1999-12-15 17:30:00,Athens,OH,Triangle
1999-12-15 07:10:00,County Cork (Republic of Ireland),,Light
1999-12-15 00:00:00,North Syracuse,NY,Light
1999-12-14 21:30:00,Atlanta,GA,Fireball
1999-12-14 16:52:00,Roanoke,VA,Teardrop
1999-12-14 07:45:00,Santa Cruz,CA,Light
1999-12-14 05:04:00,Seagrove Beach (Walton county),FL,Light
1999-12-14 01:47:00,"Pocasset (6 miles south of, on Hwy 81)",OK,Other
1999-12-13 23:40:00,Las Animas,CO,Fireball
1999-12-13 21:00:00,Puyallup,WA,Triangle
1999-12-13 15:40:00,Michigan (location unspecified),MI,Light
1999-12-13 05:30:00,Savannah,GA,Unknown
1999-12-12 21:30:00,Longmont,CO,Triangle
1999-12-12 20:15:00,Orlando,FL,Diamond
1999-12-12 06:30:00,Sunnyside,WA,Other
1999-12-12 03:30:00,La Plata,MD,
1999-12-11 21:00:00,Lamar/Las Animas,CO,Disk
1999-12-11 18:00:00,Rocky Mount,NC,Fireball
1999-12-11 18:00:00,Stilwell,OK,Formation
1999-12-11 03:00:00,Smithton,IL,Fireball
1999-12-10 22:29:00,Woodbridge,NJ,Teardrop
1999-12-10 22:15:00,Columbia (east of city),MO,Triangle
1999-12-10 22:00:00,Woodinville,WA,Light
1999-12-10 21:30:00,Grand Rapids,MI,Other
1999-12-10 16:45:00,Sherman Oaks,CA,Other
1999-12-10 16:30:00,Cochin (near) (China),,Other
1999-12-10 15:32:00,OSU Experiment station,OR,Egg
1999-12-10 02:30:00,Auckland (New Zealand),,Disk
1999-12-09 22:30:00,Big Spring,TX,Light
1999-12-09 22:00:00,Rupert,ID,Light
1999-12-09 21:50:00,Scottsdale,AZ,Changing
1999-12-09 18:15:00,Lyle,WA,Fireball
1999-12-09 18:00:00,Purdy,WA,Fireball
1999-12-09 17:30:00,Fort Lewis (I-5 freeway),WA,Sphere
1999-12-09 11:00:00,Reno,NV,Disk
1999-12-08 21:30:00,Columbia,MO,Triangle
1999-12-08 19:30:00,Millersburg,MO,Chevron
1999-12-08 18:15:00,Greenville,NH,Triangle
1999-12-08 17:40:00,Seattle,WA,Light
1999-12-07 23:00:00,Royal Deeside (UK/Scotland),,Light
1999-12-07 21:30:00,Red Deer (Canada),AB,Disk
1999-12-07 21:00:00,Columbus,OH,Light
1999-12-07 20:05:00,Emory,TX,Sphere
1999-12-07 20:00:00,Tomah,WI,Chevron
1999-12-07 19:30:00,Naples,ME,Light
1999-12-07 18:45:00,Gramercy (on Hwy. 61),LA,Triangle
1999-12-07 18:30:00,Dawsonville,GA,Triangle
1999-12-07 03:30:00,Indian Springs AFB (Just outside),NV,Light
1999-12-06 16:45:00,San Diego,CA,Unknown
1999-12-06 11:30:00,Costa Mesa,CA,Unknown
1999-12-06 11:00:00,Marshall,MO,Fireball
1999-12-06 00:00:00,São Paulo (Brazil),,Unknown
1999-12-05 23:00:00,San Diego,CA,Fireball
1999-12-05 22:14:00,Lutz,FL,Light
1999-12-05 22:00:00,Alliance,OH,Other
1999-12-05 21:00:00,"Dallas /Ft. Worth area, South of the",TX,Light
1999-12-05 20:30:00,Cleveland,NC,Circle
1999-12-05 18:30:00,Burna,KY,Unknown
1999-12-05 17:50:00,Guyton,GA,Circle
1999-12-05 05:45:00,Cassville,GA,Cone
1999-12-05 05:15:00,Knoxville,TN,Fireball
1999-12-05 05:05:00,Dalton,GA,Circle
1999-12-05 04:30:00,Toney,AL,Fireball
1999-12-05 04:25:00,Sterrett (15 miles south of Birmingham),AL,Disk
1999-12-05 04:20:00,Colombiana,AL,Rectangle
1999-12-05 04:20:00,Birmingham,AL,Sphere
1999-12-05 04:20:00,Weogufka,AL,Fireball
1999-12-05 04:00:00,Manchester,TN,Light
1999-12-05 00:05:00,Coolidge,AZ,Triangle
1999-12-04 21:00:00,Fort Meade,MD,Light
1999-12-04 15:30:00,Shanghai (China),,Cylinder
1999-12-04 11:00:00,New York City (Bronx),NY,Light
1999-12-04 04:45:00,Glasgow (UK/Scotland),,Light
1999-12-04 02:00:00,Deming,NM,Changing
1999-12-04 00:40:00,Union City (east of) on Hwy. 138,GA,Fireball
1999-12-03 22:00:00,Corralitos,CA,Disk
1999-12-03 21:00:00,Colorado,CO,
1999-12-03 19:30:00,Lodi,CA,Fireball
1999-12-03 16:50:00,Santa Clarita,CA,Circle
1999-12-03 16:00:00,Saddle Mountains,WA,
1999-12-03 02:15:00,Rochester,NY,
1999-12-03 00:08:00,Warm Springs (approx. 15mi. East of 6),NV,Sphere
1999-12-02 21:00:00,Kent,WA,Circle
1999-12-02 19:30:00,McLean,VA,Unknown
1999-12-02 17:10:00,Seattle (Univ of WA),WA,Light
1999-12-02 02:00:00,Fairborn,OH,Unknown
1999-12-01 23:00:00,Kennesaw/Marietta,GA,Light
1999-12-01 23:00:00,Reidsville,NC,Disk
1999-12-01 23:00:00,San Bernadino,CA,Unknown
1999-12-01 23:00:00,Santo Domingo (Dominican Republic),,Teardrop
1999-12-01 22:00:00,Madison,WI,Formation
1999-12-01 21:55:00,Columbia,MO,Triangle
1999-12-01 21:45:00,Columbia,MO,Triangle
1999-12-01 20:00:00,Grandview,WA,Formation
1999-12-01 16:00:00,Chanute & Humbolt (between),KS,Changing
1999-12-01 06:00:00,Ceder Lake,IN,Light
1999-12-01 04:50:00,Pasadena (outside Houston),TX,Flash
1999-11-30 00:00:00,Lancaster,CA,Triangle
1999-11-30 22:00:00,Cumming,GA,Circle
1999-11-30 20:45:00,Blue Springs,MO,Fireball
1999-11-30 19:00:00,Ephrata,WA,Unknown
1999-11-30 18:45:00,Palm Springs,CA,Oval
1999-11-30 18:45:00,Ft. Scott (traveling north out of),KS,Circle
1999-11-30 18:00:00,Bloomington,IL,Light
1999-11-30 15:39:00,Cucamonga,CA,Unknown
1999-11-30 07:00:00,Deerfield Beach,FL,Circle
1999-11-30 06:30:00,Markham (Canada),ON,Triangle
1999-11-30 05:40:00,Iowa City,IA,Sphere
1999-11-30 01:45:00,Jackson (west of),MI,Fireball
1999-11-30 00:30:00,New Holland,OH,Disk
1999-11-29 22:40:00,Fulton,MO,Circle
1999-11-29 22:15:00,Cerritos,CA,Disk
1999-11-29 21:15:00,Phoenix,AZ,Fireball
1999-11-29 20:30:00,San Diego,CA,Sphere
1999-11-29 17:00:00,Green Valley,CA,Light
1999-11-29 01:40:00,Windsor (Canada),ON,Fireball
1999-11-28 23:15:00,Paphos,,Sphere
1999-11-28 21:30:00,San Antonio,TX,Unknown
1999-11-28 20:53:00,Birch Run,MI,Sphere
1999-11-28 20:45:00,Pittsburgh,PA,Fireball
1999-11-28 20:30:00,Greensburg,IN,Fireball
1999-11-28 20:00:00,Rachel/Las Vegas,NV,Sphere
1999-11-28 16:30:00,Mississauga (Canada),ON,Sphere
1999-11-28 08:00:00,Romeo,MI,Cigar
1999-11-28 00:20:00,North Miami,FL,Other
1999-11-28 00:00:00,Dubois,PA,Fireball
1999-11-27 23:30:00,Dallas,PA,Triangle
1999-11-27 21:30:00,Purchase,NY,Circle
1999-11-27 21:23:00,Liberty,NY,Circle
1999-11-27 21:00:00,Watkinsville,GA,Changing
1999-11-27 20:15:00,Bardstown,KY,Fireball
1999-11-27 20:00:00,San Diego,CA,Light
1999-11-27 19:30:00,Dover,AR,Disk
1999-11-27 19:15:00,Colleyville,TX,Light
1999-11-27 16:00:00,Urbana,IL,Changing
1999-11-27 11:00:00,Seward,AK,Circle
1999-11-27 08:20:00,Moram (UK/Scotland),,Sphere
1999-11-27 04:30:00,Weldon,CA,Cross
1999-11-26 21:30:00,Flagstaff,AZ,Light
1999-11-26 17:50:00,Redondo Beach,CA,Formation
1999-11-26 17:50:00,Redondo Beach,CA,Formation
1999-11-26 02:00:00,Monrovia,CA,Other
1999-11-25 21:00:00,Wappingers Falls,NY,Light
1999-11-25 18:00:00,Angleton,TX,Light
1999-11-25 15:00:00,Spokane,WA,Circle
1999-11-24 21:00:00,"Atlanta (going northwest toward, highway 316)",GA,Circle
1999-11-24 21:00:00,Rocky Mount,NC,Cigar
1999-11-24 20:35:00,Sacramento,CA,Chevron
1999-11-24 20:15:00,Wilton,MO,Changing
1999-11-24 20:05:00,Tri-Cities,WA,Circle
1999-11-24 18:00:00,Brookfield,MO,Light
1999-11-24 10:00:00,Anaheim,CA,Fireball
1999-11-23 23:55:00,Bullhead City,AZ,Sphere
1999-11-23 22:30:00,Casper,WY,Sphere
1999-11-23 21:00:00,Central,OK,Other
1999-11-23 19:56:00,Fresno,CA,Disk
1999-11-23 19:00:00,Moon (near the moon surface),,Cigar
1999-11-23 18:15:00,Pekin,IN,Cigar
1999-11-23 18:10:00,Belton,MO,Oval
1999-11-23 18:00:00,Kent,WA,Light
1999-11-23 17:20:00,San Francisco,CA,Disk
1999-11-23 16:45:00,Barbourville,KY,Changing
1999-11-23 11:15:00,Half Moon Bay,CA,Chevron
1999-11-23 02:00:00,Petaluma,CA,Light
1999-11-22 23:30:00,Bradenton,FL,Fireball
1999-11-22 23:00:00,Kalispell,MT,Circle
1999-11-22 19:30:00,Messina (South Africa),,Unknown
1999-11-21 18:10:00,Auburn (heading N on HWY 167),WA,Light
1999-11-21 17:03:00,Norcross,GA,Unknown
1999-11-21 02:10:00,Rickman,TN,Other
1999-11-21 01:30:00,Lima (just south of mile marker 117),OH,Sphere
1999-11-20 23:45:00,Bellflower,CA,Fireball
1999-11-20 23:30:00,Toms River,NJ,Other
1999-11-20 23:00:00,Sudbury (Canada),ON,Cylinder
1999-11-20 22:22:00,Naples,FL,Changing
1999-11-20 21:50:00,Austin,TX,Formation
1999-11-20 16:30:00,West Carrollton,OH,Disk
1999-11-20 14:00:00,Toledo,OH,Fireball
1999-11-20 05:30:00,Midlothian,VA,Fireball
1999-11-20 02:00:00,Anthony,KS,Disk
1999-11-20 01:00:00,Sudbury (Canada),ON,Sphere
1999-11-19 22:00:00,Andes,NY,Cylinder
1999-11-19 21:07:00,Sherman Oaks,CA,Other
1999-11-19 03:00:00,Indio,CA,Triangle
1999-11-19 02:15:00,"Ohio (I-71, Mile Marker 75)",OH,Formation
1999-11-18 21:10:00,Denver,CO,Other
1999-11-18 20:30:00,San Diego,CA,Light
1999-11-18 20:00:00,St. Petersburg,FL,Light
1999-11-18 19:15:00,Edison,NJ,Light
1999-11-18 18:00:00,Cleveland,GA,Disk
1999-11-18 18:00:00,Arcadia,LA,Light
1999-11-18 05:45:00,Lake Whitney - 90 miles south/west of Dallas,TX,Light
1999-11-18 05:00:00,Houston,TX,Circle
1999-11-18 05:00:00,Houston,TX,Formation
1999-11-18 03:20:00,Redding,CA,Other
1999-11-18 02:18:00,Carlsbad,CA,Triangle
1999-11-18 01:50:00,Columbus,OH,Triangle
1999-11-18 01:20:00,Houston,TX,Triangle
1999-11-18 01:00:00,Columbus,OH,Triangle
1999-11-18 00:25:00,Braintree,MA,Light
1999-11-18 00:18:00,Sumrall,MS,Unknown
1999-11-17 23:30:00,Tucson,AZ,Triangle
1999-11-17 22:15:00,Ashgrove,MO,Light
1999-11-17 22:00:00,Cliffside Park,NJ,Unknown
1999-11-17 21:23:00,Sumrall,MS,Unknown
1999-11-17 18:15:00,Denver,CO,Other
1999-11-17 17:45:00,Oakville (Canada),ON,Triangle
1999-11-17 17:20:00,Conway,SC,Teardrop
1999-11-17 16:30:00,Franklin,TN,Unknown
1999-11-17 14:30:00,Raymond,ME,Triangle
1999-11-17 13:00:00,Fort Worth,TX,Cylinder
1999-11-17 05:05:00,Casa Grande,AZ,Light
1999-11-17 03:00:00,Sandusky,OH,Sphere
1999-11-17 02:35:00,Erie (Green Township),PA,Sphere
1999-11-17 02:00:00,San Rafael,CA,Triangle
1999-11-17 02:00:00,Lincoln City/Albany (between),OR,Light
1999-11-17 00:30:00,Ringgold,GA,Circle
1999-11-17 00:00:00,Seattle (Belmont & Pike intersection),WA,Other
1999-11-16 00:00:00,Millwood,KY,Formation
1999-11-16 23:30:00,Oklahoma City,OK,Egg
1999-11-16 23:30:00,Overland Park,KS,Diamond
1999-11-16 23:30:00,Berks County,PA,Light
1999-11-16 23:15:00,Columbia,MO,Chevron
1999-11-16 23:15:00,Woodbury,MN,Rectangle
1999-11-16 23:03:00,Lafayette,CO,Other
1999-11-16 23:00:00,Kayenta,AZ,Light
1999-11-16 23:00:00,Rocky Mount,NC,Light
1999-11-16 22:40:00,Burlingame,CA,Other
1999-11-16 22:30:00,North Las Vegas,NV,Other
1999-11-16 22:15:00,Smithville,TN,Teardrop
1999-11-16 21:30:00,Simpsonville,KY,Fireball
1999-11-16 21:05:00,Crystal Lake,IL,Fireball
1999-11-16 21:00:00,Rochester Hills,MI,Other
1999-11-16 20:50:00,Alameda,CA,Chevron
1999-11-16 20:35:00,Kelseyville,CA,Light
1999-11-16 20:30:00,Fort Wayne (downtown),IN,Fireball
1999-11-16 20:00:00,Flint,MI,Formation
1999-11-16 20:00:00,Ocala,FL,Triangle
1999-11-16 20:00:00,Harvey,LA,Formation
1999-11-16 19:40:00,Lehighton,PA,Light
1999-11-16 19:35:00,Duncannon,PA,Sphere
1999-11-16 19:30:00,"Columbus (20 miles north of, RT 71 southbound)",OH,
1999-11-16 19:30:00,"West Virginia (Interstate 81, near PA border)",WV,Fireball
1999-11-16 19:30:00,San Manuel,AZ,Triangle
1999-11-16 19:20:00,Kent County (northeastern) (by Greenville),MI,Fireball
1999-11-16 19:15:00,Urbana,OH,Formation
1999-11-16 19:15:00,Cleveland,OH,Egg
1999-11-16 19:15:00,Swartz Creek,MI,Formation
1999-11-16 19:15:00,Chicago,IL,Fireball
1999-11-16 19:15:00,Cincinnati,OH,Fireball
1999-11-16 19:13:00,Hamilton (43N-80W) (Canada),ON,Fireball
1999-11-16 19:12:00,Hamilton (Hanover Twp),OH,Fireball
1999-11-16 19:12:00,South Lyon,MI,Fireball
1999-11-16 19:10:00,Columbus Grove,OH,Circle
1999-11-16 19:10:00,Holland,OH,Formation
1999-11-16 19:10:00,Columbus,OH,Light
1999-11-16 19:10:00,Crestwood,KY,Cigar
1999-11-16 19:10:00,Louisville,KY,Fireball
1999-11-16 19:10:00,Shelby Township,MI,Cigar
1999-11-16 19:10:00,Lake Simcoe (50 mi east of) (Canada),ON,Light
1999-11-16 19:10:00,Indianapolis,IN,Fireball
1999-11-16 19:10:00,St. Clair Shores,MI,Formation
1999-11-16 19:10:00,Strongsville (suburb of Cleveland),OH,Fireball
1999-11-16 19:10:00,Mechanicsburg,PA,Formation
1999-11-16 19:10:00,Joppatowne,MD,Light
1999-11-16 19:10:00,"Detroit (or Windsor, ONT)",MI,Formation
1999-11-16 19:10:00,Toronto (Canada),ON,
1999-11-16 19:10:00,Cleveland,OH,Disk
1999-11-16 19:10:00,"Detroit (north of, driving east on I-696)",MI,Formation
1999-11-16 19:09:00,St. Johns,MI,Other
1999-11-16 19:08:00,South Point,OH,Fireball
1999-11-16 19:08:00,Dearborn Heights,MI,Fireball
1999-11-16 19:08:00,Vicksburg,MI,Fireball
1999-11-16 19:07:00,Shrewsbury,PA,Circle
1999-11-16 19:07:00,Mt. Weather,VA,Fireball
1999-11-16 19:06:00,Sterling Heights,MI,Fireball
1999-11-16 19:06:00,Parma,OH,Circle
1999-11-16 19:05:00,Indianapolis,IN,Light
1999-11-16 19:05:00,Springfield,OH,Formation
1999-11-16 19:05:00,Hilliard ( Western suburb of Columbus),OH,Flash
1999-11-16 19:05:00,Napoleon,OH,Fireball
1999-11-16 19:05:00,Baldwin,MI,Fireball
1999-11-16 19:05:00,Fort Wayne,IN,Fireball
1999-11-16 19:05:00,Anna,OH,Light
1999-11-16 19:05:00,Terre Haute,IN,Fireball
1999-11-16 19:05:00,Cincinnati,OH,Light
1999-11-16 19:05:00,Hudson,OH,Other
1999-11-16 19:05:00,Kearneysville,WV,Light
1999-11-16 19:05:00,Burlington (Canada),ON,Formation
1999-11-16 19:05:00,Trenton (Canada),ON,Fireball
1999-11-16 19:05:00,Whitmore Lake,MI,Teardrop
1999-11-16 19:05:00,Norwalk,OH,Other
1999-11-16 19:05:00,Madison,IN,Other
1999-11-16 19:05:00,Cleveland,OH,Fireball
1999-11-16 19:05:00,Englewood Cliffs,NJ,Circle
1999-11-16 19:05:00,Greenville,IN,Cigar
1999-11-16 19:05:00,"Howell (5 mi. N of, on a dark country road)",MI,Formation
1999-11-16 19:05:00,Fairborn,OH,Other
1999-11-16 19:05:00,Hudsonville/Ottawa (Canada),ON,Unknown
1999-11-16 19:04:00,Lebanon,OH,Fireball
1999-11-16 19:04:00,Louisville (45 miles southeast of),KY,Changing
1999-11-16 19:04:00,Jeffersonville,IN,Fireball
1999-11-16 19:04:00,Fremont/Clyde,OH,Other
1999-11-16 19:04:00,Springfield,OH,Fireball
1999-11-16 19:04:00,Birch Run,MI,Formation
1999-11-16 19:04:00,West Chester,OH,Fireball
1999-11-16 19:03:00,Kewadin,MI,Circle
1999-11-16 19:03:00,Kewadin,MI,Circle
1999-11-16 19:03:00,"New York City/Philadelphia (between, on aircraft)",NY,Changing
1999-11-16 19:02:00,Dayton,OH,
1999-11-16 19:02:00,Westerville,OH,Fireball
1999-11-16 19:02:00,Jackson,OH,Sphere
1999-11-16 19:00:00,Manitowoc Rapids,WI,Fireball
1999-11-16 19:00:00,Chillicothe,OH,Light
1999-11-16 19:00:00,Hadley,MI,Fireball
1999-11-16 19:00:00,Hilton,NY,Formation
1999-11-16 19:00:00,Kalamazoo (Western Michigan University),MI,Fireball
1999-11-16 19:00:00,Avilla,IN,Fireball
1999-11-16 19:00:00,Middletown,OH,Triangle
1999-11-16 19:00:00,Detroit,MI,Unknown
1999-11-16 19:00:00,Columbus,OH,Fireball
1999-11-16 19:00:00,Cleveland,OH,Light
1999-11-16 19:00:00,Waterford,MI,Fireball
1999-11-16 19:00:00,Louisville,KY,Light
1999-11-16 19:00:00,London/St. Thomas (Canada),ON,Fireball
1999-11-16 19:00:00,Cleveland (Northern),WI,Fireball
1999-11-16 19:00:00,East Lansing,MI,Unknown
1999-11-16 19:00:00,Central Lake,MI,
1999-11-16 19:00:00,North Royalton,OH,Fireball
1999-11-16 19:00:00,"New Philidelphia (South of, I-77 NB near MM77 )",OH,Formation
1999-11-16 19:00:00,Toledo,OH,Fireball
1999-11-16 19:00:00,Rockford,MI,Fireball
1999-11-16 19:00:00,Mount Vernon,OH,Cigar
1999-11-16 19:00:00,Columbus,MI,Other
1999-11-16 19:00:00,Sterling Heights,MI,Fireball
1999-11-16 19:00:00,Two Rivers,WI,Fireball
1999-11-16 19:00:00,Michigan City,IN,Formation
1999-11-16 19:00:00,South Lyon,MI,Fireball
1999-11-16 19:00:00,Chicago,IL,Triangle
1999-11-16 19:00:00,Cincinnati (eastern outskirts),OH,Fireball
1999-11-16 18:55:00,"New York/Philadelphia (between, on aircraft)",NY,Changing
1999-11-16 18:55:00,Ashland,KY,Light
1999-11-16 18:55:00,Louisville,KY,Light
1999-11-16 18:50:00,Lake Havasu,AZ,Triangle
1999-11-16 18:45:00,Over southern Lake Erie,OH,Changing
1999-11-16 18:40:00,Elberfeld,IN,Fireball
1999-11-16 18:40:00,Houston,TX,Light
1999-11-16 18:30:00,Sycamore,IL,Fireball
1999-11-16 18:30:00,State College (28 miles SE of on Rt 322W),PA,Fireball
1999-11-16 18:25:00,Grand Rapids,MI,Light
1999-11-16 18:20:00,Gallatin,TN,Fireball
1999-11-16 18:20:00,Taylorville,IL,Light
1999-11-16 18:20:00,Oakbrook,IL,Fireball
1999-11-16 18:15:00,St. Louis,MO,Light
1999-11-16 18:10:00,Elgin,IL,Fireball
1999-11-16 18:10:00,Sumner county,TN,Fireball
1999-11-16 18:09:00,Newmarket (Canada),ON,Fireball
1999-11-16 18:08:00,Hebron,IN,Other
1999-11-16 18:07:00,St.Charles,IL,Circle
1999-11-16 18:06:00,Onton,KY,Fireball
1999-11-16 18:06:00,Woodstock,IL,Fireball
1999-11-16 18:05:00,St. Louis (metro area),MO,Fireball
1999-11-16 18:05:00,Downers Grove,IL,Chevron
1999-11-16 18:05:00,Appleton,WI,Fireball
1999-11-16 18:05:00,Aurora,IL,Fireball
1999-11-16 18:05:00,St. Louis (Fenton),MO,Fireball
1999-11-16 18:05:00,Mundelein,IL,Fireball
