# UFO sightings reported to the National UFO Reporting Center 
# http://www.nuforc.org/webreports
# date range: 1905-01-01 to 1989-12-31
# NOTE: Data is largely unsanitized!
#
dtime,city,state,ufoshape
1989-06-01 19:00:00,Groveland,NY,Light
1989-06-01 16:00:00,Rhinebeck,NY,Chevron
1989-06-01 06:50:00,Daytona Beach,FL,Sphere
1989-06-01 05:30:00,Knoxville,TN,Triangle
1989-06-01 04:55:00,Mansfield,OH,Other
1989-06-01 02:00:00,San Diego,CA,Other
1989-06-01 00:00:00,Chicago (near),IL,Formation
1989-06-01 00:00:00,Peoria,IL,Circle
1989-06-01 00:00:00,Whitehouse Station,NJ,Disk
1989-05-30 21:00:00,Baker City,OR,Unknown
1989-05-30 16:00:00,San Diego,CA,Other
1989-05-19 20:00:00,Quitman,MS,Circle
1989-05-15 22:30:00,Kent,CT,Chevron
1989-05-15 22:00:00,Ridgecrest,CA,Fireball
1989-05-15 21:30:00,Barneveld,NY,Triangle
1989-05-15 21:30:00,Manassas,VA,Triangle
1989-05-15 20:00:00,Interstate 40,AZ,Circle
1989-05-15 14:00:00,Hooksett,NH,Unknown
1989-05-15 02:00:00,Tyler,TX,Light
1989-05-15 01:00:00,Malvern,AR,Triangle
1989-05-15 01:00:00,Louisiana,LA,Triangle
1989-05-12 23:00:00,Tazewell,VA,Oval
1989-05-12 16:00:00,St. Petersburg (Russia),,
1989-05-12 14:30:00,Wichita Falls,TX,Oval
1989-05-10 11:00:00,Tucson,AZ,Other
1989-05-08 14:00:00,Richmond,VA,Cigar
1989-05-07 11:50:00,Talladega (Super Speedway),AL,Rectangle
1989-05-05 17:00:00,Sedona,AZ,Other
1989-05-01 22:00:00,Tuttle,OK,Formation
1989-05-01 22:00:00,Palo,IA,Light
1989-05-01 22:00:00,Golden Shores/Topock,AZ,Formation
1989-05-01 17:00:00,Lemoore/I-5 corridor,CA,Other
1989-04-26 00:00:00,Krasdnoyarsk (Russia),,
1989-04-25 01:00:00,Kingsport,TN,Disk
1989-04-23 14:00:00,Port Townsend (10 nm so.),WA,Cigar
1989-04-22 17:30:00,Dubai,,Flash
1989-04-21 01:00:00,Walnut Cove,NC,Triangle
1989-04-19 20:00:00,New York City,NY,Other
1989-04-18 23:30:00,Mosinee,WI,Triangle
1989-04-18 22:30:00,Aurora,CO,Triangle
1989-04-16 18:00:00,Mentone,CA,Other
1989-04-15 03:30:00,Idaho Falls,ID,Rectangle
1989-04-02 13:00:00,Wallops Island,VA,Cylinder
1989-04-01 09:30:00,Grand Junction,CO,Changing
1989-03-15 23:30:00,Woodstock,GA,Circle
1989-03-15 19:30:00,Rockfish,VA,Triangle
1989-03-15 19:00:00,Tulsa,OK,Rectangle
1989-03-13 00:00:00,NASA shuttle DISCOVERY,,Unknown
1989-03-12 23:45:00,Houston,TX,Sphere
1989-03-10 22:30:00,Sheridan,MT,
1989-03-06 01:00:00,New Lenox,IL,Egg
1989-03-01 21:00:00,Yakima,WA,Unknown
1989-03-01 20:00:00,Poughkeepsie,NY,Chevron
1989-03-01 12:15:00,"Marshall Creek (Rte. 209, west 1 mile of Marshall Cr. jxn.)",PA,Disk
1989-03-01 01:30:00,Fort Worth,TX,Light
1989-02-27 23:00:00,"Eastern border (West of, on I-70)",UT,Unknown
1989-02-15 22:00:00,Shiocton,WI,Other
1989-02-15 05:00:00,Savannah,GA,Other
1989-02-12 19:00:00,Kenosha,WI,Other
1989-02-11 22:00:00,Chicago,IL,Other
1989-02-10 18:00:00,Mont Alto,PA,Oval
1989-02-04 23:30:00,Mahogany Hammock (Everglades Park),FL,Disk
1989-02-01 12:00:00,Waldorf,MD,Oval
1989-01-29 23:00:00,Montgomery,IL,Unknown
1989-01-20 18:00:00,Bourbonnais,IL,Other
1989-01-19 20:15:00,Laramie,WY,Disk
1989-01-17 20:00:00,Laramie,WY,Other
1989-01-15 22:00:00,San Bernardino,CA,
1989-01-15 17:00:00,Destrehan,LA,Circle
1989-01-15 15:00:00,Wenatchee,WA,Changing
1989-01-11 20:30:00,Shotts (UK/Scotland),,Rectangle
1989-01-10 23:30:00,San Diego,CA,Light
1989-01-10 23:00:00,Jackson,NJ,Fireball
1989-01-07 17:32:00,Fort Collins (north of),CO,Light
1989-01-06 22:00:00,Bünde (Birdwood Barracks) (Germany),,Circle
1989-01-05 00:15:00,Philadelphia,PA,Cigar
1989-01-01 23:59:00,Wagoner,OK,Light
1989-01-01 23:00:00,Memphis,TN,Light
1988-12-23 20:35:00,Ovid,MI,Formation
1988-12-23 01:01:00,I-10 (in the desert),TX,Unknown
1988-12-22 03:55:00,Santa Rosa (23 km. south of),CA,Changing
1988-12-20 21:00:00,Miami to St. Paul (approx. 20 minutes North of),IL,Changing
1988-12-15 23:30:00,Liberty,NC,Triangle
1988-12-14 09:00:00,Ohio City,OH,Disk
1988-12-02 22:30:00,Hilo,HI,Light
1988-12-01 23:30:00,Fort Lauderdale,FL,Circle
1988-11-30 04:30:00,Hickory Plains,AR,Unknown
1988-11-28 23:00:00,Aurora,KY,Diamond
1988-11-27 21:00:00,Alamogordo,NM,Light
1988-11-27 01:30:00,El Dorado Hills,CA,Unknown
1988-11-19 20:30:00,Sunnyvale,CA,Other
1988-11-19 18:15:00,Anaheim,CA,Disk
1988-11-19 18:15:00,Anaheim,CA,Circle
1988-11-19 01:30:00,Tecumseh,OK,Other
1988-11-15 22:30:00,Scaley (outside Highlands),NC,Disk
1988-11-15 18:00:00,Stockton,CA,Triangle
1988-11-15 05:30:00,Dexter,NY,Disk
1988-11-15 05:30:00,Dexter,NY,Disk
1988-11-15 05:30:00,Dexter,NY,Disk
1988-11-14 22:30:00,Sweetwater,TX,Changing
1988-11-11 19:00:00,Fort Lewis,WA,Circle
1988-11-01 21:00:00,Clackamas,OR,Cylinder
1988-11-01 19:40:00,Phoenix,AZ,Light
1988-11-01 17:00:00,Vila Velha (Brazil),,Circle
1988-10-31 22:00:00,Tryon (north of),OK,Triangle
1988-10-31 04:00:00,Tacoma,WA,Disk
1988-10-30 22:00:00,Collinsville/Granite City,IL,Light
1988-10-28 03:00:00,Miami,FL,Unknown
1988-10-26 23:00:00,Rimini,SC,Disk
1988-10-25 05:00:00,Miami,FL,Light
1988-10-22 23:16:00,Green River,UT,Cone
1988-10-22 22:33:00,Interstate 10,LA,Oval
1988-10-22 20:30:00,New York City (Queens),NY,Sphere
1988-10-21 21:00:00,Holmes/Pawling,NY,Formation
1988-10-20 21:30:00,Spokane,WA,Changing
1988-10-17 23:00:00,Charlotte,MI,Triangle
1988-10-17 03:30:00,Tinker AFB,OK,Chevron
1988-10-16 09:30:00,Philadelphia,PA,Oval
1988-10-16 00:34:00,Winnipeg (Canada),MB,Triangle
1988-10-15 23:30:00,Barnhart,NH,Cylinder
1988-10-15 22:45:00,Big Spring,TX,Other
1988-10-15 22:00:00,Masfield,OH,Light
1988-10-15 21:00:00,Odessa,TX,Circle
1988-10-15 20:30:00,Loveland,CO,Chevron
1988-10-15 20:15:00,Belle,MO,Unknown
1988-10-15 20:00:00,Missouri (rural; location unspecified),MO,
1988-10-15 20:00:00,Pilot Knob,MO,Cigar
1988-10-15 19:55:00,Orono/Bangor,ME,Triangle
1988-10-15 19:30:00,London (UK/England),,Circle
1988-10-15 13:00:00,Tacoma,WA,Circle
1988-10-15 02:00:00,Bremerton,WA,Circle
1988-10-15 01:00:00,Ottawa (Canada),ON,Triangle
1988-10-15 00:30:00,Greers Ferry (Greers Ferry Lake),AR,Circle
1988-10-12 16:30:00,"Melbourne (VIC, Australia)",,Cigar
1988-10-10 22:45:00,Seattle (Ballard area),WA,Unknown
1988-10-10 22:00:00,Boulder,CO,Light
1988-10-10 21:00:00,New Gloucester,ME,Unknown
1988-10-10 18:00:00,Milwaukee,WI,Triangle
1988-10-09 21:00:00,Bridgend,,Disk
1988-10-07 21:40:00,Vermillion,OH,Rectangle
1988-10-05 06:30:00,Daqing (China),,Changing
1988-10-02 22:30:00,Fishkill,NY,Formation
1988-09-30 21:00:00,New Castle,DE,Triangle
1988-09-28 21:00:00,Monroe,WI,Circle
1988-09-25 14:00:00,"Polpero, Cornwall (UK/England)",,Circle
1988-09-21 15:51:00,Detroit,MI,Oval
1988-09-21 03:00:00,Atlantic Ocean (middle),,Fireball
1988-09-20 22:50:00,Mansfield (outside of),OH,Sphere
1988-09-20 18:00:00,New York City (Staten Island),NY,Circle
1988-09-20 13:00:00,Atlantic Ocean,,Unknown
1988-09-20 03:00:00,Riverside,CA,Flash
1988-09-15 03:00:00,Darlington,LA,Unknown
1988-09-12 23:30:00,Oakvale,WV,Cylinder
1988-09-09 21:50:00,Dolly Sods Wilderness Area,WV,Cigar
1988-09-03 15:30:00,Harvard,MA,Sphere
1988-09-01 23:30:00,Cluj (Romania),,Sphere
1988-09-01 21:00:00,Vaughn,NM,Unknown
1988-09-01 20:00:00,Yukon,OK,Light
1988-09-01 17:30:00,Roswell (West side),NM,Disk
1988-09-01 05:30:00,Carlsberg,WA,Disk
1988-08-30 06:00:00,Las Vegas,NV,Unknown
1988-08-27 20:30:00,Zadar (Croatia),,Fireball
1988-08-21 20:00:00,"Neb.-Mo. Line (near , I-29 southbound)",MO,Fireball
1988-08-20 23:00:00,Farmington,NM,Unknown
1988-08-20 22:00:00,New York City (Bronx),NY,Sphere
1988-08-20 19:30:00,Clayton,NC,Sphere
1988-08-20 04:00:00,Porterville,CA,Unknown
1988-08-20 00:00:00,Splendora,TX,Sphere
1988-08-18 14:45:00,Harvey,MI,Other
1988-08-17 22:15:00,Algonquin Park (Canada),ON,Unknown
1988-08-16 23:20:00,Dudley (UK/England),,Triangle
1988-08-15 23:00:00,Rosemere (Canada),QC,Diamond
1988-08-15 23:00:00,Buchanan,NY,Circle
1988-08-15 22:30:00,West Milford (Upper Greenwood Lake),NJ,Light
1988-08-15 22:00:00,Seabrook,NH,Triangle
1988-08-15 22:00:00,Azucena,LA,Diamond
1988-08-15 22:00:00,Ceres,CA,Triangle
1988-08-15 22:00:00,Sutcliff,NV,Unknown
1988-08-15 21:30:00,Mendham,NJ,Fireball
1988-08-15 21:00:00,Highlands,NC,Rectangle
1988-08-15 20:00:00,Kingston (north of) (Canada),ON,Oval
1988-08-15 14:00:00,Walker Valley(Pine Bush),NY,
1988-08-15 01:00:00,St. Charles,MO,Oval
1988-08-15 00:00:00,Union,SC,Disk
1988-08-14 23:00:00,Ottawa (west of) (Canada),ON,Sphere
1988-08-14 00:14:00,Falun (Sweden),,Oval
1988-08-13 02:00:00,Methuen,MA,Unknown
1988-08-12 19:00:00,Union,SC,Disk
1988-08-10 22:30:00,Johnstown,PA,Triangle
1988-08-10 16:08:00,Jamesville,NY,Light
1988-08-10 15:00:00,"Suzhou, Jiangsu (China)",,Circle
1988-08-10 06:00:00,Whitmire,SC,Other
1988-08-10 00:05:00,Denver,CO,Other
1988-08-08 23:00:00,Benton,ME,Sphere
1988-08-08 22:00:00,Plymouth,OH,Triangle
1988-08-08 18:00:00,Shobonier,IL,Other
1988-08-08 00:00:00,Tashkent (Uzbekistan),,Oval
1988-08-07 15:30:00,Basking Ridge (near),NJ,Chevron
1988-08-06 03:55:00,Haddam,CT,Sphere
1988-08-05 23:00:00,Posen,MI,Fireball
1988-08-02 20:00:00,Clinton,MS,Circle
1988-08-01 23:00:00,Holbrook,NY,Circle
1988-08-01 22:00:00,Danbury,CT,Circle
1988-08-01 21:00:00,Nominingue (Canada),QC,Circle
1988-08-01 20:00:00,Whittier,CA,Oval
1988-08-01 19:15:00,Howard,WI,Oval
1988-08-01 19:00:00,Sacramento,CA,Disk
1988-08-01 15:00:00,Old Bethpage,NY,Oval
1988-08-01 13:30:00,West New York,NJ,Sphere
1988-08-01 11:00:00,Bastrop,TX,Sphere
1988-08-01 05:30:00,Tecate,CA,Light
1988-08-01 02:00:00,North Hampton,NH,Rectangle
1988-08-01 01:30:00,Rachel (Highway 318),NV,Disk
1988-08-01 00:00:00,Ft. Stewart,GA,Light
1988-07-26 22:00:00,Cape Canaveral,FL,Rectangle
1988-07-24 11:00:00,Hong Kong,,Formation
1988-07-22 10:45:00,Lousville,KY,Light
1988-07-20 22:00:00,Fairfax,VA,Disk
1988-07-20 02:00:00,Nottingham (UK/England),,Cigar
1988-07-19 22:00:00,Houston,TX,Oval
1988-07-18 01:00:00,Calgary (Canada),AB,Unknown
1988-07-16 23:45:00,Whittier,CA,Egg
1988-07-16 14:00:00,San Jacinto Mountain,CA,Sphere
1988-07-16 01:15:00,Malibu,CA,Other
1988-07-15 22:00:00,Corpus Christi,TX,Circle
1988-07-15 18:00:00,Redding,CT,Other
1988-07-15 03:00:00,Benson Landing,VT,
1988-07-15 03:00:00,Benson Landing,VT,
1988-07-15 02:00:00,Connell,WA,Oval
1988-07-15 02:00:00,Van Nuys (Colbath Ave.),CA,Sphere
1988-07-15 00:00:00,Corona,NM,Cross
1988-07-14 01:00:00,Fort Wayne,IN,Oval
1988-07-12 23:00:00,Sainte-Anne of Madawaska (Canada),NB,Sphere
1988-07-10 21:00:00,Monroe,WA,Other
1988-07-07 22:00:00,Denton,TX,Rectangle
1988-07-05 00:30:00,Rome (near),NY,Sphere
1988-07-04 21:00:00,Jacksonville,FL,Triangle
1988-07-04 12:30:00,Morganton,NC,Sphere
1988-07-02 02:30:00,Socorro (north of),NM,Triangle
1988-07-01 23:30:00,Arcadia,CA,Rectangle
1988-07-01 22:00:00,Sarnia/Blue Point area (Canada),MO,Light
1988-07-01 21:30:00,Tucson,AZ,Triangle
1988-07-01 19:30:00,Yardley,PA,Triangle
1988-07-01 13:00:00,Baker,CA,Light
1988-07-01 13:00:00,Tucson,AZ,Triangle
1988-07-01 12:00:00,Winnipeg (Canada),MB,Sphere
1988-07-01 01:00:00,Show Low,AZ,Unknown
1988-07-01 00:00:00,Norwood,MO,Circle
1988-07-01 00:00:00,North Pole,AK,Unknown
1988-06-30 00:00:00,Becej (Serbia),,Circle
1988-06-30 23:15:00,Louisville,KY,Circle
1988-06-30 23:00:00,Mexico (Pacific Ocean),,Disk
1988-06-30 19:00:00,Harrison,AR,Triangle
1988-06-30 11:00:00,Saline Valley,CA,Sphere
1988-06-30 06:30:00,Frederid,WI,Cigar
1988-06-30 03:00:00,Pittsburgh,PA,Triangle
1988-06-30 01:00:00,Republic of Ireland,,Light
1988-06-30 01:00:00,Phoenix,AZ,Unknown
1988-06-30 00:00:00,Salem,NJ,Fireball
1988-06-30 00:00:00,CHENNAI CITY (MADRAS) (India),,Oval
1988-06-26 16:00:00,Napa,CA,Chevron
1988-06-23 22:30:00,Phoenix,AZ,Unknown
1988-06-21 17:10:00,Tucano (Brazil),,Flash
1988-06-20 20:00:00,Columbia,PA,Oval
1988-06-20 17:30:00,Conroe,TX,Fireball
1988-06-20 01:00:00,Woburn,MA,Light
1988-06-19 05:30:00,In-flight (from Las Vegas to Hawaii),NV,
1988-06-19 03:00:00,Canton,GA,Circle
1988-06-18 23:30:00,Jonesboro,IN,Light
1988-06-18 15:00:00,Wilmington,MA,Circle
1988-06-15 23:00:00,North Freedom,WI,Cylinder
1988-06-15 22:00:00,Budd Lake,NJ,Triangle
1988-06-15 21:30:00,Julian,CA,Other
1988-06-15 21:00:00,Los Angeles,CA,Diamond
1988-06-15 01:00:00,Westfall/Matamoras,PA,Unknown
1988-06-15 00:00:00,Wilmington (just outside of),IL,Unknown
1988-06-14 21:45:00,Carrollton,TX,Cross
1988-06-13 20:00:00,Idyllwild,CA,Triangle
