# UFO sightings reported to the National UFO Reporting Center 
# http://www.nuforc.org/webreports
# date range: 2000-01-01 to 2015-12-31
# NOTE: Data is largely unsanitized!
#
dtime,city,state,ufoshape
2012-08-07 22:00:00,Troy,MI,Circle
2012-08-07 22:00:00,Coffeville,AL,Light
2012-08-07 22:00:00,Binghamton,NY,Triangle
2012-08-07 22:00:00,Myrtle Beach,SC,Sphere
2012-08-07 22:00:00,Eau Claire/Elk Mound,WI,Triangle
2012-08-07 22:00:00,Hatteras,NC,Light
2012-08-07 21:58:00,Meridian,ID,Other
2012-08-07 21:45:00,DeBordieu Beach,SC,Sphere
2012-08-07 21:43:00,Orlando,FL,Chevron
2012-08-07 21:43:00,Orlando,FL,Chevron
2012-08-07 21:40:00,Chino,CA,Circle
2012-08-07 21:35:00,Lenexa,KS,Fireball
2012-08-07 21:30:00,,,Other
2012-08-07 21:30:00,Pacific City,OR,Light
2012-08-07 21:30:00,Augusta,ME,Circle
2012-08-07 21:30:00,Johnson City,TN,Cigar
2012-08-07 21:15:00,Weston,WV,Light
2012-08-07 21:15:00,Surprise,AZ,Triangle
2012-08-07 21:15:00,Ulster Heights,NY,Circle
2012-08-07 21:15:00,Surprise,AZ,Triangle
2012-08-07 21:15:00,Buxton,NC,Light
2012-08-07 21:10:00,Goleta,CA,Disk
2012-08-07 21:10:00,Winthrop,ME,Light
2012-08-07 21:07:00,Sebring,FL,Fireball
2012-08-07 21:00:00,Concord,NH,Other
2012-08-07 21:00:00,North Myrtle Beach,SC,Light
2012-08-07 21:00:00,New Britain,CT,Circle
2012-08-07 20:45:00,Bridgton,ME,Light
2012-08-07 20:20:00,Boca Raton,FL,Teardrop
2012-08-07 20:00:00,West Barnstable,MA,Light
2012-08-07 20:00:00,Eastport,ME,Light
2012-08-07 20:00:00,Pottsville,PA,Unknown
2012-08-07 19:00:00,Guam,,Sphere
2012-08-07 16:55:00,Guyton,GA,Light
2012-08-07 14:00:00,Basel (Switzerland),,Circle
2012-08-07 13:00:00,New Hampton,NH,Unknown
2012-08-07 08:40:00,New Britain,CT,Light
2012-08-07 08:00:00,Seattle,WA,Rectangle
2012-08-07 07:40:00,Wells,ME,Fireball
2012-08-07 05:40:00,Ocean Shores,WA,Light
2012-08-07 04:30:00,Ogden,UT,Changing
2012-08-07 03:00:00,Patterson,CA,Triangle
2012-08-07 03:00:00,Denver,CO,Light
2012-08-07 01:00:00,Linwood,NJ,Light
2012-08-07 00:35:00,Lubbock,TX,Other
2012-08-07 00:00:00,29 Palms,CA,Changing
2012-08-06 23:30:00,Carson,WA,Sphere
2012-08-06 22:30:00,Bloomfield,IA,Fireball
2012-08-06 22:30:00,Conway and Economy Boro,PA,Fireball
2012-08-06 22:05:00,Pawleys Island,SC,Light
2012-08-06 22:00:00,Exeter,PA,Other
2012-08-06 22:00:00,Yakima,WA,Formation
2012-08-06 22:00:00,North Bergen,NJ,Sphere
2012-08-06 22:00:00,Yacolt,WA,Oval
2012-08-06 22:00:00,Los Banos,CA,Fireball
2012-08-06 22:00:00,Pennsboro,WV,Light
2012-08-06 22:00:00,Pawleys Island,SC,
2012-08-06 21:59:00,Van Voorhis,PA,Light
2012-08-06 21:57:00,Ripley,OH,Light
2012-08-06 21:57:00,Newark,OH,Sphere
2012-08-06 21:55:00,Hubbard,OH,Circle
2012-08-06 21:35:00,Springfield,VT,Circle
2012-08-06 21:33:00,Seattle,WA,Fireball
2012-08-06 21:30:00,Crete,IL,Circle
2012-08-06 21:30:00,Revere,MA,Light
2012-08-06 21:05:00,Boonville,IN,Sphere
2012-08-06 21:00:00,Fishkill,NY,Light
2012-08-06 21:00:00,Milan,OH,Circle
2012-08-06 21:00:00,Miami,FL,Oval
2012-08-06 21:00:00,Gallatin,TN,Triangle
2012-08-06 20:16:00,Thousand Oaks,CA,Light
2012-08-06 20:09:00,South Burligton,VT,Changing
2012-08-06 19:50:00,Grove City,PA,Light
2012-08-06 19:20:00,Rancho Bernardo,CA,Light
2012-08-06 18:55:00,Galveston,TX,Oval
2012-08-06 18:00:00,Philadelphia,PA,Rectangle
2012-08-06 14:00:00,Toronto (Canada),ON,Other
2012-08-06 10:16:00,Erie,PA,Light
2012-08-06 05:00:00,Phoenix/Fulton,NY,Flash
2012-08-06 04:10:00,Hagerstown,MD,Triangle
2012-08-06 04:00:00,Moscow,ID,Light
2012-08-06 01:30:00,Arouca (Trinidad/Tobago),,Changing
2012-08-06 01:20:00,Nordland,WA,Light
2012-08-06 00:55:00,New York City (Brooklyn),NY,Light
2012-08-06 00:00:00,Lewistown,PA,Light
2012-08-06 00:00:00,Ripley (North of; on rte. 77),WV,
2012-08-06 00:00:00,Hyannis,MA,Fireball
2012-08-05 23:15:00,Minneapolis,MN,Fireball
2012-08-05 23:00:00,Burlington (Canada),ON,Circle
2012-08-05 23:00:00,Aurora,IL,Oval
2012-08-05 23:00:00,Coventry/Exeter,RI,Circle
2012-08-05 23:00:00,Rochester,MN,Light
2012-08-05 22:28:00,Ashby,MN,Light
2012-08-05 22:23:00,Houston,TX,Fireball
2012-08-05 22:20:00,Hastings,MN,Light
2012-08-05 22:15:00,Ephraim,WI,Fireball
2012-08-05 22:05:00,Mississauga (Canada),ON,Fireball
2012-08-05 22:00:00,Cambridge (Canada),ON,Fireball
2012-08-05 22:00:00,Seattle,WA,Circle
2012-08-05 22:00:00,Fort Smith,AR,Sphere
2012-08-05 22:00:00,Barstow (toward; South on Hwy 40),CA,Sphere
2012-08-05 22:00:00,Goderich (Canada),ON,Teardrop
2012-08-05 19:40:00,Alabaster,AL,Cigar
2012-08-05 17:50:00,Newark,DE,Circle
2012-08-05 17:10:00,Pensacola,FL,Light
2012-08-05 11:00:00,Boca Raton,FL,Unknown
2012-08-05 05:55:00,Decorah,IA,Triangle
2012-08-05 05:00:00,Des Moines,IA,Light
2012-08-05 02:00:00,Hockison,WA,Flash
2012-08-05 02:00:00,Phoenix,AZ,Other
2012-08-05 01:08:00,Lincoln,CA,Formation
2012-08-05 01:00:00,Wilson,NC,Other
2012-08-05 01:00:00,Essex,MD,Oval
2012-08-05 00:00:00,Moncton (Canada),NB,Fireball
2012-08-04 23:30:00,Littleton,CO,Circle
2012-08-04 23:18:00,London (Canada),ON,Circle
2012-08-04 23:05:00,Huntington,IN,Light
2012-08-04 23:00:00,Hamlin Beach State Park,NY,Oval
2012-08-04 23:00:00,East Troy,WI,Triangle
2012-08-04 22:19:00,Vancouver,WA,Circle
2012-08-04 22:10:00,Hickory,NC,Light
2012-08-04 22:10:00,Hickory,NC,Formation
2012-08-04 22:05:00,Hickory,NC,Triangle
2012-08-04 22:00:00,Chandler,AZ,Flash
2012-08-04 22:00:00,Carlton,NY,Formation
2012-08-04 22:00:00,Old Bridge,NJ,Light
2012-08-04 22:00:00,Exeter,NH,Light
2012-08-04 22:00:00,Olympia,WA,Cone
2012-08-04 22:00:00,Brewster,MA,Fireball
2012-08-04 21:35:00,New Rochelle,NY,Fireball
2012-08-04 21:30:00,Sicklerville,NJ,Sphere
2012-08-04 21:20:00,Washington,PA,Light
2012-08-04 21:12:00,Simpsonville,SC,Fireball
2012-08-04 21:05:00,Warrington,PA,Fireball
2012-08-04 21:00:00,Lewis Center,OH,Light
2012-08-04 21:00:00,Sheridan,CO,Circle
2012-08-04 21:00:00,Pawtucket,RI,Cylinder
2012-08-04 20:30:00,Riebeek Kasteel (South Africa),,Oval
2012-08-04 20:30:00,Salem,OR,Sphere
2012-08-04 20:00:00,Federal way,WA,Formation
2012-08-04 20:00:00,Ewa Beach,HI,Light
2012-08-04 18:00:00,Worcester,MA,Fireball
2012-08-04 15:00:00,Jacksonville,FL,Chevron
2012-08-04 14:00:00,NW Crazy Mtns,MT,Cigar
2012-08-04 13:00:00,Hillsville,VA,Circle
2012-08-04 10:00:00,Hampton,NH,Sphere
2012-08-04 08:00:00,,,Oval
2012-08-04 05:00:00,Atlantic City,NJ,Flash
2012-08-04 04:00:00,St. Louis,MO,Formation
2012-08-04 02:00:00,Mathews,LA,Light
2012-08-04 01:00:00,Ontario,OR,Triangle
2012-08-04 00:30:00,Graham,WA,Fireball
2012-08-03 23:04:00,Issaquah,WA,Light
2012-08-03 23:00:00,Lyndhurst,NJ,Fireball
2012-08-03 22:55:00,Bowling green,OH,Circle
2012-08-03 22:30:00,Binghamton,NY,Fireball
2012-08-03 22:30:00,New Bern,NC,Circle
2012-08-03 22:20:00,Goshen,IN,Fireball
2012-08-03 22:00:00,Renton,WA,Oval
2012-08-03 21:45:00,Roswell,GA,Fireball
2012-08-03 21:30:00,Seattle,WA,Light
2012-08-03 21:20:00,Simpsonville,SC,Cigar
2012-08-03 21:10:00,San Diego,CA,Light
2012-08-03 21:09:00,San Diego,CA,Light
2012-08-03 21:00:00,Barrie (Canada),ON,Sphere
2012-08-03 20:25:00,Kihei,HI,Fireball
2012-08-03 16:00:00,Bayonne,NJ,Circle
2012-08-03 09:43:00,Detroit,MI,Unknown
2012-08-03 07:00:00,Port St. Lucie,FL,Cigar
2012-08-03 04:00:00,Lundbreck (Canada),AB,Sphere
2012-08-03 03:30:00,Eaton Rapids,MI,Disk
2012-08-03 02:40:00,West Wyalong (Australia),,Triangle
2012-08-03 01:30:00,Murray,UT,Chevron
2012-08-03 01:00:00,Farmington,NY,Unknown
2012-08-03 00:30:00,Missoula,MT,Changing
2012-08-02 23:18:00,Van Horne,IA,Disk
2012-08-02 23:00:00,Lakeside,CA,Light
2012-08-02 22:50:00,Palmdale,CA,Sphere
2012-08-02 21:30:00,Staten Island,NY,Fireball
2012-08-02 21:30:00,Oregon City,OR,Fireball
2012-08-02 21:00:00,Dubois,PA,
2012-08-02 21:00:00,Kennewick,WA,Triangle
2012-08-02 21:00:00,Garland,TX,Teardrop
2012-08-02 21:00:00,Newark,DE,Circle
2012-08-02 15:00:00,Walker,MN,Disk
2012-08-02 15:00:00,Chicago,IL,Cigar
2012-08-02 06:01:00,Big Pine Key,FL,Other
2012-08-02 04:45:00,Los Angeles,CA,Light
2012-08-02 03:30:00,Lake Havasu City,AZ,Disk
2012-08-02 03:00:00,Hampton,AR,Other
2012-08-02 00:00:00,Penn,ND,Other
2012-08-02 00:00:00,Modesto,CA,Fireball
2012-08-02 00:00:00,,,
2012-08-01 23:00:00,Kansas City,MO,Cigar
2012-08-01 23:00:00,Hampton,TN,Sphere
2012-08-01 22:45:00,Erie,PA,Light
2012-08-01 22:45:00,Cape Girardeau,MO,Oval
2012-08-01 22:10:00,Columbus,OH,Sphere
2012-08-01 21:50:00,Greer,SC,Light
2012-08-01 21:10:00,Harwich,MA,Light
2012-08-01 21:00:00,Bedford,VA,Sphere
2012-08-01 20:30:00,Sacramento,CA,Light
2012-08-01 20:00:00,Wilson,NC,Circle
2012-08-01 20:00:00,St. Charles,MO,Triangle
2012-08-01 05:00:00,Union City,NJ,Flash
2012-08-01 02:30:00,Allen,TX,Other
2012-08-01 02:00:00,"Idaho Panhandle (near Wolf Lodge, MT)",ID,Triangle
2012-08-01 02:00:00,Paw Paw,WV,Oval
2012-08-01 00:45:00,Twin Falls,ID,Circle
2012-08-01 00:00:00,Geneva (Switzerland),,Light
2012-08-01 00:00:00,Hayward,CA,Other
2012-08-01 00:00:00,Vero Beach,FL,Triangle
2012-07-31 00:00:00,Federal Way,WA,Light
2012-07-31 23:15:00,Cape Girardeau,MO,Diamond
2012-07-31 23:00:00,Kansas City,MO,Other
2012-07-31 23:00:00,Montgomery,TX,Disk
2012-07-31 23:00:00,Simpsonville,SC,Fireball
2012-07-31 22:40:00,Tum Tum,WA,Light
2012-07-31 22:30:00,Waitsburg,WA,Light
2012-07-31 22:30:00,Finley,WA,Unknown
2012-07-31 22:15:00,Wallula,OR,
2012-07-31 22:05:00,Livermore,CA,Formation
2012-07-31 21:50:00,Livermore,CA,Fireball
2012-07-31 21:30:00,Clio,MI,Fireball
2012-07-31 21:30:00,Sussex,WI,Unknown
2012-07-31 21:00:00,Pasco,WA,Unknown
2012-07-31 21:00:00,Richland,WA,Unknown
2012-07-31 21:00:00,London (UK/England),,Egg
2012-07-31 20:45:00,Livermore,CA,Circle
2012-07-31 20:00:00,Minneapolis,MN,Sphere
2012-07-31 20:00:00,Universal City,CA,Diamond
2012-07-31 19:28:00,Colorado Springs,CO,Fireball
2012-07-31 10:15:00,Salem,OR,Disk
2012-07-31 05:15:00,Los Angeles,CA,Light
2012-07-31 04:07:00,Sandy,UT,Formation
2012-07-31 03:33:00,Portland,OR,Sphere
2012-07-31 01:22:00,Huntington Beach,CA,Light
2012-07-31 00:00:00,Shasta,CA,Unknown
2012-07-30 23:00:00,Tawas City,MI,Fireball
2012-07-30 22:00:00,Ypsilanti,MI,Oval
2012-07-30 21:50:00,Olathe,KS,Light
2012-07-30 21:30:00,Hugo,MN,Unknown
2012-07-30 20:50:00,Brisbane (Australia),,Light
2012-07-30 20:00:00,Burlington (Canada),ON,Oval
2012-07-30 20:00:00,Clifton Heights,PA,Circle
2012-07-30 17:40:00,Beaverton,OR,Unknown
2012-07-30 16:00:00,New York City (Brooklyn),NY,Circle
2012-07-30 04:22:00,Sunny Isles Beach,FL,Triangle
2012-07-30 04:00:00,Brightwaters,NY,Light
2012-07-30 02:00:00,New York City (Brooklyn),NY,Oval
2012-07-30 01:00:00,Sicklerville,NJ,Flash
2012-07-30 01:00:00,Littleton,CO,Light
2012-07-29 23:30:00,Coeur d'Alene,ID,Circle
2012-07-29 23:30:00,Ithaca,NY,Unknown
2012-07-29 23:00:00,Highland,IN,Fireball
2012-07-29 23:00:00,Granite Falls,NC,Teardrop
2012-07-29 22:30:00,Mississauga (Canada),ON,Other
2012-07-29 22:21:00,Sinking Spring,PA,Circle
2012-07-29 22:05:00,Brooklyn,MI,Light
2012-07-29 22:00:00,Bowie,MD,Light
2012-07-29 22:00:00,Buffalo,NY,Fireball
2012-07-29 22:00:00,Portland,OR,Flash
2012-07-29 21:38:00,Shelbyville,IN,Fireball
2012-07-29 21:38:00,Shelbyville,IN,Fireball
2012-07-29 21:30:00,Ann Arbor,MI,Cylinder
2012-07-29 21:30:00,Gap,PA,Fireball
2012-07-29 21:00:00,Asheville,NC,Cigar
2012-07-29 20:50:00,Monroe,CT,Light
2012-07-29 18:40:00,Cleveland (Australia),,Circle
2012-07-29 11:00:00,Winterset,IA,Fireball
2012-07-29 04:00:00,New Prague,MN,Flash
2012-07-29 03:00:00,Kill Devil Hills,NC,Fireball
2012-07-29 02:47:00,Sevierville,TN,Fireball
2012-07-29 02:30:00,Devon (Canada),AB,Light
2012-07-29 01:00:00,Chicago,IL,Light
2012-07-29 00:35:00,Saskatoon (Canada),SK,Triangle
2012-07-29 00:15:00,Imlay City,MI,Fireball
2012-07-29 00:05:00,Oswego,NY,Light
2012-07-28 23:55:00,Budapest (Hungary),,Formation
2012-07-28 23:50:00,Trotwood/Dayton,OH,Diamond
2012-07-28 23:45:00,Cummings,IA,Light
2012-07-28 23:45:00,Lincoln City,OR,Circle
2012-07-28 23:25:00,Red Wing,MN,Sphere
2012-07-28 23:05:00,Macomb Township,MI,Light
2012-07-28 22:45:00,Kennesaw,GA,Other
2012-07-28 22:00:00,Lancaster,CA,Diamond
2012-07-28 22:00:00,Camarillo,CA,Cigar
2012-07-28 22:00:00,Massapequa Park,NY,Sphere
2012-07-28 21:45:00,Berlin (Germany),,Circle
2012-07-28 21:40:00,Dayton,OH,Sphere
2012-07-28 21:30:00,Vernon Hills,IL,Sphere
2012-07-28 21:30:00,Gary,IN,Formation
2012-07-28 21:30:00,Olathe,KS,Light
2012-07-28 21:30:00,Stoughton,WI,Fireball
2012-07-28 21:15:00,Cornish,ME,Circle
2012-07-28 21:15:00,Cranberry Township,PA,Fireball
2012-07-28 21:15:00,North Arlington,NJ,Sphere
2012-07-28 21:10:00,Upland,CA,Cross
2012-07-28 21:10:00,Upland,CA,Cross
2012-07-28 21:00:00,Petal,MS,Other
2012-07-28 21:00:00,Schaumburg,IL,Light
2012-07-28 21:00:00,Chula Vista,CA,Unknown
2012-07-28 20:55:00,Liberty Boro,PA,Triangle
2012-07-28 20:45:00,Greer/Woodruff/Simpsonville,SC,Fireball
2012-07-28 20:30:00,Phoenix,AZ,Changing
2012-07-28 19:38:00,Las Vegas,NV,Sphere
2012-07-28 16:07:00,Omaha,NE,Teardrop
2012-07-28 04:30:00,Dade City,FL,Sphere
2012-07-28 04:15:00,Mims,FL,Sphere
2012-07-28 03:34:00,Chewelah,WA,Light
2012-07-28 03:18:00,Lindenwold,NJ,Light
2012-07-28 03:05:00,Sault Ste. Marie (Canada),ON,Rectangle
2012-07-28 03:00:00,Prescott Valley,AZ,Triangle
2012-07-28 03:00:00,Huntington,NY,Light
2012-07-28 01:00:00,Alliston (Canada),ON,Light
2012-07-28 00:00:00,Lincoln City,OR,Formation
2012-07-27 23:32:00,Elkhart,IN,Circle
2012-07-27 23:15:00,Grand Rapids,MI,Light
2012-07-27 23:00:00,St. Peters,MO,Circle
2012-07-27 23:00:00,Buffalo,NY,Fireball
2012-07-27 22:45:00,Wamego,KS,Formation
2012-07-27 22:30:00,Nashua,NH,Light
2012-07-27 22:30:00,Bonney Lake,WA,Triangle
2012-07-27 22:30:00,Hilliard,OH,Oval
2012-07-27 22:00:00,Pickering (Canada),ON,Diamond
2012-07-27 22:00:00,Tacoma (northeast area),WA,Fireball
2012-07-27 21:15:00,Ship Bottom,NJ,Sphere
2012-07-27 21:00:00,Naples,FL,Fireball
2012-07-27 21:00:00,Nags Head,NC,Sphere
2012-07-27 20:57:00,Hagerstown,IN,Teardrop
2012-07-27 19:00:00,Clyde (near),NC,Triangle
2012-07-27 16:47:00,Barmouth (UK/Wales),,Circle
2012-07-27 12:39:00,Corinth,MS,Triangle
2012-07-27 09:30:00,Cedar Hills,UT,Circle
2012-07-27 07:00:00,San Diego,CA,Cylinder
2012-07-27 04:07:00,Des Moines,IA,Fireball
2012-07-27 00:10:00,Stevensville,MD,Light
2012-07-27 00:00:00,Schneider,IN,Other
2012-07-26 23:30:00,Avon,NC,Fireball
2012-07-26 22:30:00,"Washington, D.C.",DC,Light
2012-07-26 22:00:00,South Portland,ME,Light
2012-07-26 21:50:00,Arcata,CA,Formation
2012-07-26 21:00:00,Burlington,NC,Sphere
2012-07-26 20:50:00,Gatineau (Canada),QC,Disk
2012-07-26 20:25:00,Centereach,NY,Unknown
2012-07-26 19:35:00,Bryant,AR,Light
2012-07-26 19:00:00,Centereach,NY,Circle
2012-07-26 12:00:00,Quebec (Canada),QC,Other
2012-07-26 04:50:00,Silvia,MO,Circle
2012-07-26 03:30:00,Grand Bay,AL,Light
2012-07-26 02:45:00,Slidell,LA,Circle
2012-07-26 01:45:00,Cornelius,OR,Changing
2012-07-26 01:30:00,Puyallup,WA,Flash
2012-07-26 00:14:00,Elkins,AR,Disk
2012-07-25 00:00:00,San Diego,CA,Fireball
2012-07-25 22:30:00,Lake Stevens,WA,Fireball
2012-07-25 22:30:00,Marion,LA,Cigar
2012-07-25 22:25:00,Cumberland,RI,Circle
2012-07-25 22:20:00,Ocean Isle,NC,Sphere
2012-07-25 22:15:00,York Beach,ME,Light
2012-07-25 22:15:00,Wilmington,DE,Sphere
2012-07-25 22:00:00,Kure Beach,NC,Circle
2012-07-25 22:00:00,Clarence,MO,Light
2012-07-25 22:00:00,Myrtle Beach,SC,Sphere
2012-07-25 21:30:00,Washington,DC,Changing
2012-07-25 21:10:00,Playa Del Rey,CA,Fireball
2012-07-25 21:00:00,Safford,AZ,Fireball
2012-07-25 21:00:00,Indialantic,FL,Oval
2012-07-25 20:20:00,Democratic Republic of the Congo,,Disk
2012-07-25 20:10:00,Albany,OR,Cross
2012-07-25 17:58:00,Brentwood,NH,Other
2012-07-25 16:00:00,Middletown,CT,Sphere
2012-07-25 11:30:00,Bedford,IN,Fireball
2012-07-25 06:25:00,King George,VA,Circle
2012-07-25 03:56:00,Fairless Hills,PA,Circle
2012-07-25 03:00:00,Audubon,PA,Teardrop
2012-07-25 02:15:00,Chicago,IL,Oval
2012-07-25 02:15:00,Chicago,IL,Oval
2012-07-25 01:15:00,Anchorage,AK,Other
2012-07-25 01:00:00,Leroy,MI,Oval
2012-07-25 00:00:00,Columbus,OH,Triangle
2012-07-25 00:00:00,,,
2012-07-24 23:40:00,East Palestine,OH,Egg
2012-07-24 23:00:00,Lancaster,OH,Fireball
2012-07-24 22:40:00,Burton on Trent (UK/England),,Circle
2012-07-24 22:30:00,Oxnard,CA,Light
2012-07-24 22:30:00,Adamsville,PA,Sphere
2012-07-24 22:30:00,Staten Island,NY,Triangle
2012-07-24 22:00:00,Ogden,UT,Light
2012-07-24 21:45:00,Cuyahoga Falls,OH,Triangle
2012-07-24 21:06:00,Brighton,MI,Unknown
2012-07-24 17:30:00,Oakville (Canada),ON,Fireball
2012-07-24 12:24:00,Corinth,MS,Triangle
2012-07-23 23:55:00,Adel,IA,Flash
2012-07-23 23:30:00,Chico,CA,Circle
2012-07-23 23:05:00,Dayton,,Other
2012-07-23 22:55:00,Bloomington,IL,Unknown
2012-07-23 22:46:00,Norris Arm (Canada),NF,Rectangle
2012-07-23 22:41:00,Lakeside,CA,Light
2012-07-23 22:20:00,New York City (Brooklyn),NY,Other
2012-07-23 22:02:00,Overland Park,KS,Fireball
2012-07-23 22:00:00,Duck,NC,Light
2012-07-23 21:47:00,Berthoud area,CO,Unknown
2012-07-23 21:42:00,Loretto (Canada),ON,Sphere
2012-07-23 18:00:00,Gates,OR,Circle
2012-07-23 15:00:00,Portland,OR,Oval
2012-07-23 13:31:00,Las Vegas,NV,Sphere
2012-07-23 12:45:00,Pensacola,FL,Oval
2012-07-23 11:00:00,Metamora,MI,Fireball
2012-07-23 09:45:00,Chantilly,VA,Other
2012-07-23 09:02:00,Vienna (Austria),,Unknown
2012-07-23 05:00:00,Surf City,NC,Formation
2012-07-23 04:15:00,Ronan,MT,Sphere
2012-07-23 04:00:00,East Helena,MT,Triangle
2012-07-23 04:00:00,Morristown,TN,Disk
2012-07-23 01:30:00,Springfield,IL,Circle
2012-07-23 01:00:00,Springfield,MA,Cigar
2012-07-22 23:00:00,Quincy,CA,Flash
2012-07-22 22:30:00,Frederick,MD,Circle
2012-07-22 22:30:00,Frederick,MD,Circle
2012-07-22 21:45:00,Ripley,TN,Triangle
2012-07-22 21:30:00,North Falmouth,MA,Sphere
2012-07-22 20:40:00,Torrance,CA,Sphere
2012-07-22 17:00:00,Toronto (Canada),ON,Oval
2012-07-22 15:56:00,Lakewood,PA,Oval
2012-07-22 08:50:00,Lakewood,CO,Changing
2012-07-22 04:00:00,Ardmore,OK,Unknown
2012-07-22 03:00:00,Boulder,CO,Light
2012-07-22 03:00:00,Wagoner,OK,Triangle
2012-07-22 03:00:00,East Helena,MT,Circle
2012-07-22 02:00:00,Charlotte,MI,Light
2012-07-22 00:30:00,Timmins (Canada),ON,Sphere
2012-07-22 00:00:00,Brandon,FL,Fireball
2012-07-21 23:30:00,Ravensdale,WA,Light
2012-07-21 23:15:00,Gurnee,IL,Other
2012-07-21 23:00:00,Appleton,WI,Sphere
2012-07-21 23:00:00,Duluth,MN,Circle
2012-07-21 22:30:00,Vienna,WV,Formation
2012-07-21 22:30:00,Belle River (Canada),ON,Fireball
2012-07-21 22:15:00,Marietta,GA,Fireball
2012-07-21 22:05:00,Hamburg,NY,Fireball
2012-07-21 22:00:00,Staten Island,NY,Fireball
2012-07-21 22:00:00,Montgomery,IL,Fireball
2012-07-21 22:00:00,Oklahoma City,OK,Light
2012-07-21 21:55:00,Medford,NY,Oval
2012-07-21 21:50:00,York,NY,Circle
2012-07-21 21:50:00,Sewickley,PA,Fireball
2012-07-21 21:45:00,Colorado Springs,CO,Fireball
2012-07-21 21:35:00,Williamstown,NJ,Fireball
2012-07-21 21:30:00,Valdosta,GA,Circle
2012-07-21 21:30:00,Orefield,PA,Sphere
2012-07-21 21:30:00,Cicero,NY,Fireball
2012-07-21 21:30:00,Senecaville,OH,Fireball
2012-07-21 21:25:00,Taunton,MA,Fireball
2012-07-21 21:14:00,Vacaville,CA,Light
2012-07-21 21:13:00,Brick Twp.,NJ,Unknown
2012-07-21 21:00:00,Maspeth,NY,Circle
2012-07-21 21:00:00,Greigsville,NY,Fireball
2012-07-21 21:00:00,Vacaville,CA,Light
2012-07-21 21:00:00,Maspeth,NY,Circle
2012-07-21 21:00:00,Montgomery,IL,Fireball
2012-07-21 20:30:00,Old Saybrook,CT,Circle
2012-07-21 20:15:00,Reading,PA,Oval
2012-07-21 20:00:00,Carolina,,Light
2012-07-21 17:00:00,Redmond,WA,Cone
2012-07-21 16:00:00,Kingsland,GA,Other
2012-07-21 15:00:00,Suwanee,GA,Light
2012-07-21 12:40:00,Kenosha,WI,Unknown
2012-07-21 12:14:00,Montreal (Canada),QC,Oval
2012-07-21 11:30:00,Canton,MI,Circle
2012-07-21 10:30:00,Rhome,TX,Oval
2012-07-21 10:30:00,Portland,OR,Fireball
2012-07-21 09:30:00,Nicholasville,KY,Cigar
2012-07-21 03:05:00,Rochester,NY,Triangle
2012-07-21 00:40:00,Saint Paul,MN,Rectangle
2012-07-21 00:40:00,Saint Paul,MN,Rectangle
2012-07-21 00:30:00,McComb,MS,Light
2012-07-20 23:45:00,Princeton,IN,Circle
2012-07-20 23:30:00,Monroe,WA,Fireball
2012-07-20 23:24:00,St. Louis,MO,Disk
2012-07-20 23:00:00,Durango,CO,Light
2012-07-20 22:55:00,Long Beach,CA,Light
2012-07-20 22:45:00,St. Charles,IL,Sphere
2012-07-20 22:35:00,Mossel Bay (South Africa),,Circle
2012-07-20 22:30:00,Westfield,NY,Fireball
2012-07-20 22:01:00,Wyandotte,MI,Disk
2012-07-20 22:00:00,Toledo (southeast),OH,Circle
2012-07-20 21:30:00,Robertsdale,AL,Light
2012-07-20 19:35:00,Glendale,CA,Other
2012-07-20 19:00:00,Manitou Beach,MI,Circle
2012-07-20 19:00:00,Hopkington,MA,Triangle
2012-07-20 19:00:00,Plumas National Forest,CA,Disk
2012-07-20 19:00:00,South Nags Head,NC,Light
2012-07-20 17:05:00,Poplar Grove,IL,Triangle
2012-07-20 14:45:00,Orleans,CA,Other
2012-07-20 12:00:00,Diamond Bar,CA,Triangle
2012-07-20 09:55:00,Hampstead,NH,Circle
2012-07-20 04:00:00,Greene,ME,Diamond
2012-07-20 02:30:00,Farmington,MN,Circle
2012-07-19 23:54:00,West Los Angeles,CA,Light
2012-07-19 23:27:00,Ocean City,MD,Light
2012-07-19 23:00:00,Ardmore,OK,Fireball
2012-07-19 22:45:00,Myrtle Beach,SC,Flash
2012-07-19 22:05:00,Beekmantown,NY,Light
2012-07-19 22:00:00,Deland,FL,Circle
2012-07-19 22:00:00,Pawleys Island,SC,Light
2012-07-19 21:50:00,Auburn,CA,Light
2012-07-19 21:50:00,Emerald Isle,NC,Sphere
2012-07-19 21:44:00,Oakridge,OR,Circle
2012-07-19 21:40:00,North Topsail,NC,Circle
2012-07-19 21:15:00,Portland,OR,Circle
2012-07-19 21:00:00,Frisco,NC,Circle
2012-07-19 20:50:00,Hilo,HI,Light
2012-07-19 16:20:00,Independence,KY,Rectangle
2012-07-19 11:00:00,Fontana,CA,Teardrop
2012-07-19 09:50:00,Seaside,OR,Sphere
2012-07-19 06:30:00,New Orleans,LA,Triangle
2012-07-19 02:00:00,Staunton,VA,Unknown
2012-07-19 01:55:00,Mississauga (Canada),ON,Circle
2012-07-19 00:07:00,Council Bluffs,IA,Triangle
2012-07-18 23:30:00,Negril (Jamaica),,Light
2012-07-18 22:40:00,Lee's Summit,MO,Rectangle
2012-07-18 22:30:00,Myrtle Beach,SC,Light
2012-07-18 22:00:00,Emerald Isle,NC,Light
2012-07-18 22:00:00,Whittier,CA,Triangle
